0.40 0.9360      6.21667 2s34s   0 
0.41 0.9316      6.63367 2s34s   0 
0.42 0.9273      7.06378 2s34s   0 
0.43 0.9229      7.50699 2s34s   0 
0.44 0.9185      7.96330 2s34s   0 
0.45 0.9140      8.43271 2s35s   0 
0.46 0.9096      8.91522 2s35s   0 
0.47 0.9052      9.41082 2s34s   0 
0.48 0.9007      9.91950 2s34s   0 
0.49 0.8963     10.44128 2s34s   0 
0.50 0.8919     10.97614 2s34s   0 
0.51 0.8875     11.52408 2s34s   0 
0.52 0.8832     12.08509 2s34s   0 
0.53 0.8788     12.65919 2s34s   0 
0.54 0.8745     13.24636 2s36s   0 
0.55 0.8703     13.84660 2s34s   0 
0.56 0.8661     14.45990 2s35s   0 
0.57 0.8619     15.08628 2s34s   0 
0.58 0.8578     15.72572 2s34s   0 
0.59 0.8537     16.37823 2s34s   0 
0.60 0.8497     17.04380 2s34s   0 
0.61 0.8457     17.72243 2s34s   0 
0.62 0.8418     18.41412 2s35s   0 
0.63 0.8379     19.11887 2s34s   0 
0.64 0.8341     19.83668 2s34s   0 
0.65 0.8303     20.56754 2s34s   0 
