0.40 0.6438      1.13203 1s33s   1 
0.41 0.9800      1.31282 1s33s   1 
0.42 0.9931      1.50622 1s33s   1 
0.43 0.9960      1.70581 1s33s   1 
0.44 0.9971      1.91120 1s33s   1 
0.45 0.9975      2.12231 1s33s   1 
0.46 0.9977      2.33911 1s33s   1 
0.47 0.9978      2.56158 1s33s   1 
0.48 0.9977      2.78971 1s33s   1 
0.49 0.9977      3.02350 1s33s   1 
0.50 0.9975      3.26295 1s33s   1 
0.51 0.9974      3.50804 1s33s   1 
0.52 0.9972      3.75878 1s33s   1 
0.53 0.9970      4.01517 1s33s   1 
0.54 0.9968      4.27719 1s33s   1 
0.55 0.9965      4.54486 1s33s   1 
0.56 0.9962      4.81817 1s33s   1 
0.57 0.9959      5.09712 1s33s   1 
0.58 0.9956      5.38170 1s33s   1 
0.59 0.9952      5.67193 1s33s   1 
0.60 0.9949      5.96779 1s33s   1 
0.61 0.9945      6.26929 1s33s   1 
0.62 0.9941      6.57642 1s33s   1 
0.63 0.9936      6.88920 1s33s   1 
0.64 0.9932      7.20761 1s33s   1 
0.65 0.9927      7.53166 1s33s   1 
