0.40 0.9999     -0.50284 2s11s   0 
0.41 0.9999     -0.50256 2s11s   0 
0.42 0.9999     -0.50226 2s11s   0 
0.43 0.9998     -0.50194 2s11s   0 
0.44 0.9993     -0.50157 2s11s   0 
0.45 0.9352     -0.50064 2s12s   0 
0.46 0.9984     -0.49702 2s12s   0 
0.47 0.9996     -0.49634 2s12s   0 
0.48 0.9998     -0.49566 2s12s   0 
0.49 0.9998     -0.49496 2s12s   0 
0.50 0.9998     -0.49423 2s12s   0 
0.51 0.9997     -0.49347 2s12s   0 
0.52 0.9992     -0.49266 2s12s   0 
0.53 0.9950     -0.49173 2s12s   0 
0.54 0.9666     -0.48459 2s13s   0 
0.55 0.9982     -0.48294 2s13s   0 
0.56 0.9993     -0.48166 2s13s   0 
0.57 0.9995     -0.48038 2s13s   0 
0.58 0.9996     -0.47907 2s13s   0 
0.59 0.9995     -0.47772 2s13s   0 
0.60 0.9992     -0.47632 2s13s   0 
0.61 0.9981     -0.47486 2s13s   0 
0.62 0.9871     -0.47315 2s14s   0 
0.63 0.9044     -0.46131 2s14s   0 
0.64 0.9956     -0.45829 2s14s   0 
0.65 0.9984     -0.45616 2s14s   0 
