0.40 0.9998     -0.49261 2s14s   0 
0.41 0.9999     -0.49166 2s14s   0 
0.42 0.9998     -0.49067 2s14s   0 
0.43 0.9997     -0.48962 2s14s   0 
0.44 0.9990     -0.48851 2s14s   0 
0.45 0.9800     -0.48705 2s15s   0 
0.46 0.9950     -0.47968 2s15s   0 
0.47 0.9991     -0.47797 2s15s   0 
0.48 0.9995     -0.47632 2s15s   0 
0.49 0.9997     -0.47463 2s15s   0 
0.50 0.9996     -0.47288 2s15s   0 
0.51 0.9995     -0.47108 2s15s   0 
0.52 0.9990     -0.46921 2s15s   0 
0.53 0.9965     -0.46721 2s15s   0 
0.54 0.7308     -0.46292 2s16s   0 
0.55 0.9917     -0.45149 2s16s   0 
0.56 0.9981     -0.44870 2s16s   0 
0.57 0.9990     -0.44600 2s16s   0 
0.58 0.9993     -0.44326 2s16s   0 
0.59 0.9993     -0.44046 2s16s   0 
0.60 0.9990     -0.43759 2s16s   0 
0.61 0.9984     -0.43463 2s16s   0 
0.62 0.9956     -0.43152 2s17s   0 
0.63 0.9534     -0.42772 2s16s   0 
0.64 0.8653     -0.40720 2s17s   0 
0.65 0.9918     -0.40159 2s17s   0 
