0.40 0.9300     -0.11707 2s28s   0 
0.41 0.7256     -0.06552 1s32s   0 
0.42 0.7413      0.02840 1s32s   0 
0.43 0.8557      0.09394 2s29s   0 
0.44 0.9661      0.13280 2s29s   0 
0.45 0.9848      0.16891 2s30s   0 
0.46 0.9906      0.20516 2s30s   0 
0.47 0.9931      0.24208 2s29s   0 
0.48 0.9942      0.27983 2s29s   0 
0.49 0.9946      0.31848 2s29s   0 
0.50 0.9945      0.35808 2s29s   0 
0.51 0.9940      0.39865 2s29s   0 
0.52 0.9929      0.44024 2s29s   0 
0.53 0.9909      0.48288 2s29s   0 
0.54 0.9875      0.52665 2s31s   0 
0.55 0.9811      0.57166 2s29s   0 
0.56 0.9675      0.61819 2s30s   0 
0.57 0.9325      0.66699 2s29s   0 
0.58 0.8160      0.72055 2s29s   0 
0.59 0.5330      0.78778 1s31s   0 
0.60 0.8298      0.87681 1s31s   0 
0.61 0.9203      0.97745 1s31s   0 
0.62 0.9491      1.08288 1s30s   0 
0.63 0.9595      1.19122 1s31s   0 
0.64 0.9621      1.30185 1s31s   0 
0.65 0.9595      1.41445 1s31s   0 
