2.5600E+01 2.426E-03
2.6600E+01 5.212E-03
2.7600E+01 8.094E-03
2.8600E+01 1.182E-02
2.9600E+01 1.447E-02
3.0600E+01 1.759E-02
3.1600E+01 2.044E-02
3.2600E+01 2.298E-02
3.3600E+01 2.506E-02
3.4600E+01 2.758E-02
4.0000E+01 3.705E-02
4.5000E+01 4.238E-02
5.0000E+01 4.403E-02
5.5000E+01 4.281E-02
6.0000E+01 4.340E-02
6.5000E+01 4.417E-02
7.0000E+01 4.224E-02
7.5000E+01 3.890E-02
8.0000E+01 3.855E-02
8.5000E+01 3.693E-02
1.0000E+02 3.239E-02
1.1000E+02 2.946E-02
1.2000E+02 2.593E-02
1.3000E+02 2.282E-02
1.4000E+02 2.142E-02
1.5000E+02 1.956E-02
1.6000E+02 1.735E-02
1.7000E+02 1.562E-02
1.8000E+02 1.464E-02
1.9000E+02 1.394E-02
2.1000E+02 1.154E-02
2.3000E+02 1.061E-02
2.5000E+02 9.381E-03
2.7000E+02 8.307E-03
2.9000E+02 7.450E-03
3.1000E+02 6.787E-03
3.3000E+02 6.258E-03
3.5000E+02 5.789E-03
3.7000E+02 5.355E-03
3.9000E+02 4.917E-03
4.3000E+02 4.183E-03
4.7000E+02 3.610E-03
5.1000E+02 3.192E-03
