0.40 0.9999     -0.50284
0.41 0.9999     -0.50256
0.42 0.9999     -0.50226
0.43 0.9998     -0.50194
0.44 0.9993     -0.50157
0.45 0.9092     -0.50354
0.46 0.9989     -0.50095
0.47 0.9997     -0.50051
0.48 0.9998     -0.50006
0.49 0.9998     -0.49960
0.50 0.9998     -0.49911
0.51 0.9997     -0.49860
0.52 0.9993     -0.49804
0.53 0.9945     -0.49737
0.54 0.9921     -0.49722
0.55 0.9991     -0.49647
0.56 0.9996     -0.49581
0.57 0.9997     -0.49516
0.58 0.9997     -0.49448
0.59 0.9996     -0.49377
0.60 0.9994     -0.49303
0.61 0.9981     -0.49224
0.62 0.8956     -0.49744
0.63 0.9947     -0.49102
0.64 0.9988     -0.49009
0.65 0.9994     -0.48922
