0.40 0.9348      5.41792
0.41 0.9306      5.84296
0.42 0.9264      6.28055
0.43 0.9222      6.73070
0.44 0.9178      7.19347
0.45 0.6973     37.11630
0.46 0.6941     39.14682
0.47 0.9047      8.65774
0.48 0.9004      9.17124
0.49 0.8960      9.69748
0.50 0.8916     10.23648
0.51 0.8873     10.78827
0.52 0.8829     11.35286
0.53 0.8786     11.93027
0.55 0.8701     13.12359
0.56 0.6689     62.33856
0.57 0.8618     14.36835
0.58 0.8577     15.01004
0.59 0.8536     15.66463
0.60 0.8496     16.33212
0.61 0.8456     17.01251
0.62 0.6576     78.77254
0.63 0.8378     18.41207
0.64 0.8340     19.13125
0.65 0.8302     19.86336
