0.40 0.9995     -0.45652
0.41 0.9996     -0.45335
0.42 0.9996     -0.45008
0.43 0.9994     -0.44669
0.44 0.9987     -0.44315
0.45 0.9935     -0.45257
0.46 0.7997     -0.43876
0.47 0.9955     -0.43259
0.48 0.9985     -0.42852
0.49 0.9991     -0.42444
0.50 0.9993     -0.42026
0.51 0.9992     -0.41598
0.52 0.9988     -0.41158
0.53 0.9977     -0.40701
0.54 0.9869     -0.42214
0.55 0.7191     -0.39409
0.56 0.9883     -0.39385
0.57 0.9968     -0.38861
0.58 0.9982     -0.38348
0.59 0.9986     -0.37828
0.60 0.9987     -0.37297
0.61 0.9984     -0.36755
0.62 0.9971     -0.38935
0.63 0.9945     -0.35622
0.64 0.9759     -0.34993
0.65 0.7727     -0.34906
