0.40 0.9360      6.21667
0.41 0.9316      6.63367
0.42 0.9273      7.06378
0.43 0.9229      7.50699
0.44 0.9185      7.96330
0.45 0.9907      3.37362
0.46 0.9901      3.58045
0.47 0.9052      9.41082
0.48 0.9007      9.91950
0.49 0.8963     10.44128
0.50 0.8919     10.97614
0.51 0.8875     11.52408
0.52 0.8832     12.08509
0.53 0.8788     12.65919
0.54 0.9943      2.80169
0.55 0.8703     13.84660
0.56 0.9814      5.96427
0.57 0.8619     15.08628
0.58 0.8578     15.72572
0.59 0.8537     16.37823
0.60 0.8497     17.04380
0.61 0.8457     17.72243
0.62 0.9744      7.67097
0.63 0.8379     19.11887
0.64 0.8341     19.83668
0.65 0.8303     20.56754
