0.40 1.0000     -2.00806
0.41 1.0000     -2.00806
0.42 1.0000     -2.00806
0.43 1.0000     -2.00806
0.44 1.0000     -2.00806
0.45 1.0000     -2.00805
0.46 1.0000     -2.00804
0.47 1.0000     -2.00804
0.48 1.0000     -2.00802
0.49 1.0000     -2.00801
0.50 1.0000     -2.00798
0.51 1.0000     -2.00796
0.52 1.0000     -2.00792
0.53 1.0000     -2.00788
0.54 1.0000     -2.00783
0.55 1.0000     -2.00778
0.56 1.0000     -2.00771
0.57 1.0000     -2.00764
0.58 1.0000     -2.00756
0.59 1.0000     -2.00746
0.60 1.0000     -2.00736
0.61 1.0000     -2.00725
0.62 1.0000     -2.00712
0.63 1.0000     -2.00699
0.64 1.0000     -2.00684
0.65 1.0000     -2.00668
