0.40 0.9992     -0.42980
0.41 0.9994     -0.42501
0.42 0.9994     -0.42007
0.43 0.9992     -0.41497
0.44 0.9986     -0.40968
0.45 0.9956     -0.42348
0.46 0.8582     -0.41692
0.47 0.9772     -0.39429
0.48 0.9962     -0.38783
0.49 0.9982     -0.38167
0.50 0.9988     -0.37543
0.51 0.9988     -0.36905
0.52 0.9986     -0.36250
0.53 0.9980     -0.35577
0.54 0.9945     -0.37808
0.55 0.9849     -0.34135
0.56 0.5569     -0.34254
0.57 0.9826     -0.32890
0.58 0.9948     -0.32096
0.59 0.9971     -0.31318
0.60 0.9979     -0.30532
0.61 0.9980     -0.29731
0.62 0.9977     -0.32908
0.63 0.9968     -0.28078
0.64 0.9944     -0.27218
0.65 0.9854     -0.26317
