0.40 0.9997     -1.59712
0.41 0.9997     -1.57266
0.42 0.9997     -1.54746
0.43 0.9996     -1.52152
0.44 0.9996     -1.49483
0.45 0.9996     -1.46741
0.46 0.9995     -1.43925
0.47 0.9994     -1.41035
0.48 0.9994     -1.38071
0.49 0.9993     -1.35033
0.50 0.9992     -1.31921
0.51 0.9991     -1.28736
0.52 0.9990     -1.25477
0.53 0.9989     -1.22144
0.54 0.9987     -1.18739
0.55 0.9985     -1.15260
0.56 0.9982     -1.11709
0.57 0.9979     -1.08085
0.58 0.9975     -1.04389
0.59 0.9969     -1.00622
0.60 0.9960     -0.96785
0.61 0.9947     -0.92878
0.62 0.9925     -0.88906
0.63 0.9881     -0.84874
0.64 0.9767     -0.80801
0.65 0.9277     -0.76761
