0.40 0.9971     -0.36116
0.41 0.9984     -0.35217
0.42 0.9987     -0.34295
0.43 0.9987     -0.33347
0.44 0.9984     -0.32369
0.45 0.9971     -0.35085
0.46 0.9909     -0.34216
0.47 0.9724     -0.29159
0.48 0.8018     -0.28754
0.49 0.9851     -0.27259
0.50 0.9946     -0.26069
0.51 0.9968     -0.24882
0.52 0.9975     -0.23676
0.53 0.9976     -0.22443
0.54 0.9971     -0.26816
0.55 0.9962     -0.19888
0.56 0.9873     -0.24648
0.57 0.9848     -0.17164
0.58 0.9256     -0.15603
0.59 0.8007     -0.15169
0.60 0.9728     -0.13339
0.61 0.9895     -0.11809
0.62 0.9967     -0.17943
0.63 0.9955     -0.08772
0.64 0.9960     -0.07224
0.65 0.9960     -0.05648
