0.40 0.7503     -0.17856
0.41 0.7256     -0.06552
0.42 0.7413      0.02840
0.43 0.8116      0.15922
0.44 0.8949      0.26586
0.45 0.9786      2.31575
0.46 0.9805      2.53327
0.47 0.8944      0.64432
0.48 0.9401      0.76755
0.49 0.9491      0.89549
0.50 0.9423      1.02659
0.51 0.9176      1.15983
0.52 0.8551      1.29360
0.53 0.7019      1.42417
0.54 0.8744     12.52051
0.55 0.7819      1.77834
0.56 0.9793      5.01275
0.57 0.9306      2.07389
0.58 0.9529      2.23010
0.59 0.9652      2.39033
0.60 0.9726      2.55417
0.61 0.9774      2.72144
0.62 0.9733      6.76603
0.63 0.9829      3.06586
0.64 0.9846      3.24291
0.65 0.9858      3.42314
