0.40 0.9999     -1.76404
0.41 0.9999     -1.74946
0.42 0.9999     -1.73444
0.43 0.9999     -1.71897
0.44 0.9999     -1.70304
0.45 0.9999     -1.68666
0.46 0.9998     -1.66984
0.47 0.9998     -1.65256
0.48 0.9998     -1.63482
0.49 0.9998     -1.61664
0.50 0.9998     -1.59800
0.51 0.9998     -1.57892
0.52 0.9997     -1.55937
0.53 0.9997     -1.53938
0.54 0.9997     -1.51893
0.55 0.9997     -1.49804
0.56 0.9996     -1.47669
0.57 0.9996     -1.45488
0.58 0.9996     -1.43263
0.59 0.9995     -1.40992
0.60 0.9995     -1.38676
0.61 0.9994     -1.36315
0.62 0.9994     -1.33909
0.63 0.9993     -1.31458
0.64 0.9993     -1.28962
0.65 0.9992     -1.26421
