0.40 1.0000     -1.98043
0.41 1.0000     -1.97874
0.42 1.0000     -1.97699
0.43 1.0000     -1.97518
0.44 1.0000     -1.97330
0.45 1.0000     -1.97135
0.46 1.0000     -1.96934
0.47 1.0000     -1.96726
0.48 1.0000     -1.96511
0.49 1.0000     -1.96290
0.50 1.0000     -1.96062
0.51 1.0000     -1.95827
0.52 1.0000     -1.95585
0.53 1.0000     -1.95337
0.54 1.0000     -1.95083
0.55 1.0000     -1.94821
0.56 1.0000     -1.94553
0.57 1.0000     -1.94278
0.58 1.0000     -1.93996
0.59 1.0000     -1.93707
0.60 1.0000     -1.93412
0.61 1.0000     -1.93110
0.62 1.0000     -1.92801
0.63 1.0000     -1.92486
0.64 1.0000     -1.92163
0.65 1.0000     -1.91834
