0.40 0.9999     -0.50496
0.41 0.9999     -0.50485
0.42 0.9999     -0.50471
0.43 0.9998     -0.50456
0.44 0.9994     -0.50437
0.45 0.8925     -0.50575
0.46 0.9992     -0.50408
0.47 0.9998     -0.50384
0.48 0.9999     -0.50359
0.49 0.9999     -0.50333
0.50 0.9999     -0.50305
0.51 0.9998     -0.50274
0.52 0.9994     -0.50241
0.53 0.9943     -0.50196
0.54 0.9953     -0.50194
0.55 0.9993     -0.50148
0.56 0.9997     -0.50107
0.57 0.9998     -0.50065
0.58 0.9998     -0.50022
0.59 0.9997     -0.49977
0.60 0.9994     -0.49929
0.61 0.9981     -0.49875
0.62 0.7452     -0.50219
0.63 0.9968     -0.49799
0.64 0.9992     -0.49738
0.65 0.9995     -0.49680
