0.40 0.9836     -0.27784
0.41 0.9948     -0.26329
0.42 0.9970     -0.24875
0.43 0.9977     -0.23388
0.44 0.9978     -0.21861
0.45 0.9975     -0.26570
0.46 0.9956     -0.25274
0.47 0.9940     -0.16998
0.48 0.9856     -0.15246
0.49 0.9293     -0.13289
0.50 0.7950     -0.12653
0.51 0.9726     -0.10338
0.52 0.9895     -0.08381
0.53 0.9938     -0.06437
0.54 0.9969     -0.13948
0.55 0.9960     -0.02460
0.56 0.9956     -0.10711
0.57 0.9954      0.01685
0.58 0.9941      0.03829
0.59 0.9913      0.06028
0.60 0.9845      0.08296
0.61 0.9632      0.10675
0.62 0.9748     -0.00567
0.63 0.7354      0.13897
0.64 0.9434      0.16918
0.65 0.9771      0.19513
