0.40 0.9999     -1.81513
0.41 0.9999     -1.80358
0.42 0.9999     -1.79168
0.43 0.9999     -1.77941
0.44 0.9999     -1.76679
0.45 0.9999     -1.75380
0.46 0.9999     -1.74045
0.47 0.9999     -1.72674
0.48 0.9999     -1.71267
0.49 0.9999     -1.69824
0.50 0.9999     -1.68344
0.51 0.9998     -1.66829
0.52 0.9998     -1.65276
0.53 0.9998     -1.63688
0.54 0.9998     -1.62063
0.55 0.9998     -1.60402
0.56 0.9998     -1.58705
0.57 0.9998     -1.56971
0.58 0.9997     -1.55201
0.59 0.9997     -1.53395
0.60 0.9997     -1.51552
0.61 0.9997     -1.49673
0.62 0.9997     -1.47758
0.63 0.9996     -1.45806
0.64 0.9996     -1.43818
0.65 0.9996     -1.41794
