0.40 0.9994     -0.53747
0.41 0.9994     -0.53742
0.42 0.9991     -0.53735
0.43 0.9980     -0.53725
0.44 0.9879     -0.53688
0.45 0.9697     -0.53836
0.46 0.9972     -0.53768
0.47 0.9989     -0.53755
0.48 0.9992     -0.53748
0.49 0.9993     -0.53743
0.50 0.9990     -0.53737
0.51 0.9982     -0.53729
0.52 0.9930     -0.53706
0.53 0.7668     -0.54016
0.54 0.9948     -0.53776
0.55 0.9983     -0.53758
0.56 0.9990     -0.53750
0.57 0.9992     -0.53745
0.58 0.9990     -0.53740
0.59 0.9985     -0.53733
0.60 0.9961     -0.53720
0.61 0.9600     -0.53653
0.62 0.9814     -0.53805
0.63 0.9969     -0.53765
0.64 0.9986     -0.53754
0.65 0.9990     -0.53748
