0.40 1.0000     -2.00455
0.41 1.0000     -2.00441
0.42 1.0000     -2.00425
0.43 1.0000     -2.00407
0.44 1.0000     -2.00387
0.45 1.0000     -2.00366
0.46 1.0000     -2.00342
0.47 1.0000     -2.00317
0.48 1.0000     -2.00290
0.49 1.0000     -2.00260
0.50 1.0000     -2.00229
0.51 1.0000     -2.00196
0.52 1.0000     -2.00161
0.53 1.0000     -2.00124
0.54 1.0000     -2.00085
0.55 1.0000     -2.00044
0.56 1.0000     -2.00001
0.57 1.0000     -1.99957
0.58 1.0000     -1.99910
0.59 1.0000     -1.99861
0.60 1.0000     -1.99811
0.61 1.0000     -1.99758
0.62 1.0000     -1.99703
0.63 1.0000     -1.99647
0.64 1.0000     -1.99588
0.65 1.0000     -1.99528
