0.40 0.9997     -0.47485
0.41 0.9997     -0.47280
0.42 0.9997     -0.47068
0.43 0.9995     -0.46846
0.44 0.9988     -0.46615
0.45 0.9893     -0.47279
0.46 0.9830     -0.46207
0.47 0.9982     -0.45920
0.48 0.9992     -0.45656
0.49 0.9995     -0.45388
0.50 0.9995     -0.45113
0.51 0.9994     -0.44830
0.52 0.9989     -0.44537
0.53 0.9972     -0.44231
0.54 0.9319     -0.45243
0.55 0.9805     -0.43707
0.56 0.9970     -0.43346
0.57 0.9987     -0.43009
0.58 0.9991     -0.42669
0.59 0.9991     -0.42322
0.60 0.9990     -0.41968
0.61 0.9984     -0.41603
0.62 0.9956     -0.43152
0.63 0.9831     -0.40810
0.64 0.8653     -0.40720
0.65 0.9918     -0.40159
