0.40 0.9871      0.01074
0.41 0.9646      0.04339
0.42 0.7955      0.08264
0.43 0.8557      0.09394
0.44 0.9661      0.13280
0.45 0.9954     -0.00075
0.46 0.9959      0.02604
0.47 0.9931      0.24208
0.48 0.9942      0.27983
0.49 0.9946      0.31848
0.50 0.9945      0.35808
0.51 0.9940      0.39865
0.52 0.9929      0.44024
0.53 0.9909      0.48288
0.54 0.5180      0.24121
0.55 0.9811      0.57166
0.56 0.9647      0.32578
0.57 0.9325      0.66699
0.58 0.8160      0.72055
0.59 0.5492      0.72569
0.60 0.8447      0.78945
0.61 0.9353      0.84456
0.62 0.9938      0.54652
0.63 0.9778      0.95097
0.64 0.9841      1.00465
0.65 0.9877      1.05906
