0.40 0.9996     -0.46651
0.41 0.9997     -0.46396
0.42 0.9996     -0.46131
0.43 0.9995     -0.45856
0.44 0.9988     -0.45569
0.45 0.9917     -0.46357
0.46 0.9553     -0.45093
0.47 0.9973     -0.44708
0.48 0.9990     -0.44379
0.49 0.9993     -0.44048
0.50 0.9994     -0.43708
0.51 0.9993     -0.43359
0.52 0.9989     -0.42998
0.53 0.9975     -0.42624
0.54 0.9745     -0.43874
0.55 0.9220     -0.42048
0.56 0.9947     -0.41537
0.57 0.9980     -0.41118
0.58 0.9987     -0.40700
0.59 0.9989     -0.40274
0.60 0.9988     -0.39840
0.61 0.9984     -0.39394
0.62 0.9965     -0.41225
0.63 0.9913     -0.38451
0.64 0.8743     -0.37803
0.65 0.9749     -0.37661
