0.40 1.0000     -1.85378
0.41 0.9999     -1.84454
0.42 0.9999     -1.83500
0.43 0.9999     -1.82517
0.44 0.9999     -1.81505
0.45 0.9999     -1.80464
0.46 0.9999     -1.79393
0.47 0.9999     -1.78293
0.48 0.9999     -1.77163
0.49 0.9999     -1.76004
0.50 0.9999     -1.74816
0.51 0.9999     -1.73598
0.52 0.9999     -1.72351
0.53 0.9999     -1.71074
0.54 0.9999     -1.69768
0.55 0.9999     -1.68433
0.56 0.9999     -1.67067
0.57 0.9998     -1.65673
0.58 0.9998     -1.64248
0.59 0.9998     -1.62794
0.60 0.9998     -1.61311
0.61 0.9998     -1.59798
0.62 0.9998     -1.58255
0.63 0.9998     -1.56683
0.64 0.9998     -1.55082
0.65 0.9997     -1.53450
