0.40 1.0000     -1.99162
0.41 1.0000     -1.99062
0.42 1.0000     -1.98958
0.43 1.0000     -1.98850
0.44 1.0000     -1.98736
0.45 1.0000     -1.98619
0.46 1.0000     -1.98497
0.47 1.0000     -1.98370
0.48 1.0000     -1.98238
0.49 1.0000     -1.98103
0.50 1.0000     -1.97962
0.51 1.0000     -1.97817
0.52 1.0000     -1.97667
0.53 1.0000     -1.97513
0.54 1.0000     -1.97354
0.55 1.0000     -1.97191
0.56 1.0000     -1.97023
0.57 1.0000     -1.96850
0.58 1.0000     -1.96673
0.59 1.0000     -1.96491
0.60 1.0000     -1.96304
0.61 1.0000     -1.96113
0.62 1.0000     -1.95917
0.63 1.0000     -1.95716
0.64 1.0000     -1.95511
0.65 1.0000     -1.95301
