0.40 1.0000     -1.88370
0.41 1.0000     -1.87623
0.42 1.0000     -1.86853
0.43 1.0000     -1.86058
0.44 1.0000     -1.85240
0.45 0.9999     -1.84397
0.46 0.9999     -1.83531
0.47 0.9999     -1.82640
0.48 0.9999     -1.81726
0.49 0.9999     -1.80787
0.50 0.9999     -1.79824
0.51 0.9999     -1.78838
0.52 0.9999     -1.77827
0.53 0.9999     -1.76792
0.54 0.9999     -1.75732
0.55 0.9999     -1.74649
0.56 0.9999     -1.73541
0.57 0.9999     -1.72409
0.58 0.9999     -1.71253
0.59 0.9999     -1.70073
0.60 0.9999     -1.68868
0.61 0.9999     -1.67640
0.62 0.9999     -1.66386
0.63 0.9998     -1.65109
0.64 0.9998     -1.63807
0.65 0.9998     -1.62481
