0.40 0.9998     -0.48183
0.41 0.9998     -0.48021
0.42 0.9997     -0.47853
0.43 0.9996     -0.47677
0.44 0.9989     -0.47492
0.45 0.9855     -0.48054
0.46 0.9915     -0.47160
0.47 0.9988     -0.46939
0.48 0.9994     -0.46729
0.49 0.9996     -0.46514
0.50 0.9996     -0.46294
0.51 0.9994     -0.46066
0.52 0.9990     -0.45831
0.53 0.9969     -0.45582
0.54 0.7308     -0.46292
0.55 0.9917     -0.45149
0.56 0.9981     -0.44870
0.57 0.9990     -0.44600
0.58 0.9993     -0.44326
0.59 0.9993     -0.44046
0.60 0.9990     -0.43759
0.61 0.9984     -0.43463
0.62 0.9941     -0.44779
0.63 0.9534     -0.42772
0.64 0.9769     -0.42646
0.65 0.9960     -0.42284
