0.40 0.9998     -0.48769
0.41 0.9998     -0.48644
0.42 0.9998     -0.48513
0.43 0.9996     -0.48375
0.44 0.9989     -0.48230
0.45 0.9800     -0.48705
0.46 0.9950     -0.47968
0.47 0.9991     -0.47797
0.48 0.9995     -0.47632
0.49 0.9997     -0.47463
0.50 0.9996     -0.47288
0.51 0.9995     -0.47108
0.52 0.9990     -0.46921
0.53 0.9965     -0.46721
0.54 0.6019     -0.46952
0.55 0.9955     -0.46376
0.56 0.9987     -0.46158
0.57 0.9993     -0.45943
0.58 0.9994     -0.45725
0.59 0.9994     -0.45501
0.60 0.9991     -0.45271
0.61 0.9983     -0.45033
0.62 0.9916     -0.46155
0.63 0.7455     -0.44298
0.64 0.9914     -0.44362
0.65 0.9976     -0.44087
