0.40 0.9998     -0.51563
0.41 0.9998     -0.51561
0.42 0.9998     -0.51559
0.43 0.9996     -0.51557
0.44 0.9983     -0.51550
0.45 0.9142     -0.51651
0.46 0.9988     -0.51570
0.47 0.9996     -0.51565
0.48 0.9998     -0.51563
0.49 0.9998     -0.51562
0.50 0.9998     -0.51560
0.51 0.9996     -0.51558
0.52 0.9989     -0.51554
0.53 0.9778     -0.51522
0.54 0.9969     -0.51575
0.55 0.9994     -0.51567
0.56 0.9997     -0.51564
0.57 0.9998     -0.51562
0.58 0.9998     -0.51561
0.59 0.9997     -0.51559
0.60 0.9993     -0.51556
0.61 0.9968     -0.51548
0.62 0.9598     -0.51611
0.63 0.9985     -0.51570
0.64 0.9995     -0.51565
0.65 0.9997     -0.51563
