0.40 0.9999     -0.50853
0.41 0.9999     -0.50852
0.42 0.9999     -0.50851
0.43 0.9998     -0.50850
0.44 0.9994     -0.50848
0.45 0.8586     -0.50949
0.46 0.9994     -0.50855
0.47 0.9998     -0.50853
0.48 0.9999     -0.50851
0.49 0.9999     -0.50850
0.50 0.9999     -0.50848
0.51 0.9998     -0.50845
0.52 0.9996     -0.50842
0.53 0.9944     -0.50829
0.54 0.9980     -0.50847
0.55 0.9996     -0.50839
0.56 0.9998     -0.50833
0.57 0.9999     -0.50828
0.58 0.9999     -0.50821
0.59 0.9998     -0.50814
0.60 0.9996     -0.50805
0.61 0.9985     -0.50792
0.62 0.8902     -0.50864
0.63 0.9987     -0.50787
0.64 0.9996     -0.50772
0.65 0.9998     -0.50758
