0.40 0.9939      0.53650
0.41 0.9941      0.59949
0.42 0.9940      0.66441
0.43 0.9936      0.73128
0.44 0.9927      0.80014
0.45 0.7964      0.45048
0.46 0.6963      0.46224
0.47 0.9864      1.01898
0.48 0.9816      1.09622
0.49 0.9736      1.17582
0.50 0.9592      1.25807
0.51 0.9303      1.34358
0.52 0.8653      1.43379
0.53 0.7104      1.53237
0.54 0.9875      0.52665
0.55 0.7886      1.65182
0.56 0.9934      1.04874
0.57 0.9362      1.85025
0.58 0.9582      1.94865
0.59 0.9702      2.04810
0.60 0.9775      2.14901
0.61 0.9822      2.25158
0.62 0.9870      1.45552
0.63 0.9876      2.46207
0.64 0.9893      2.57010
0.65 0.9905      2.68004
