0.40 1.0000     -1.96451
0.41 1.0000     -1.96186
0.42 1.0000     -1.95912
0.43 1.0000     -1.95629
0.44 1.0000     -1.95336
0.45 1.0000     -1.95033
0.46 1.0000     -1.94721
0.47 1.0000     -1.94399
0.48 1.0000     -1.94068
0.49 1.0000     -1.93727
0.50 1.0000     -1.93377
0.51 1.0000     -1.93017
0.52 1.0000     -1.92648
0.53 1.0000     -1.92268
0.54 1.0000     -1.91880
0.55 1.0000     -1.91481
0.56 1.0000     -1.91073
0.57 1.0000     -1.90655
0.58 1.0000     -1.90227
0.59 1.0000     -1.89790
0.60 1.0000     -1.89343
0.61 1.0000     -1.88887
0.62 1.0000     -1.88420
0.63 1.0000     -1.87944
0.64 1.0000     -1.87458
0.65 1.0000     -1.86963
