0.40 0.9997     -0.52307
0.41 0.9997     -0.52304
0.42 0.9996     -0.52301
0.43 0.9992     -0.52297
0.44 0.9963     -0.52283
0.45 0.9481     -0.52393
0.46 0.9982     -0.52319
0.47 0.9994     -0.52311
0.48 0.9996     -0.52308
0.49 0.9996     -0.52305
0.50 0.9996     -0.52302
0.51 0.9993     -0.52298
0.52 0.9977     -0.52290
0.53 0.9078     -0.52194
0.54 0.9959     -0.52326
0.55 0.9990     -0.52313
0.56 0.9995     -0.52309
0.57 0.9996     -0.52306
0.58 0.9996     -0.52303
0.59 0.9994     -0.52300
0.60 0.9986     -0.52295
0.61 0.9920     -0.52277
0.62 0.9722     -0.52359
0.63 0.9979     -0.52318
0.64 0.9992     -0.52311
0.65 0.9995     -0.52308
