0.40 0.9855     -0.86549
0.41 0.9585     -0.79973
0.42 0.5939     -0.74048
0.43 0.9289     -0.65400
0.44 0.7631     -0.58724
0.45 0.7687      0.37391
0.46 0.6743      0.53199
0.47 0.6282     -0.35079
0.48 0.6680     -0.26480
0.49 0.7657     -0.18283
0.50 0.7209     -0.09249
0.51 0.7149     -0.01899
0.52 0.8272      0.08328
0.53 0.8564      0.16589
0.54 0.9808      4.47269
0.55 0.8662      0.36470
0.56 0.8852      1.92258
0.57 0.9060      0.55018
0.58 0.7967      0.64317
0.59 0.5330      0.78778
0.60 0.8298      0.87681
0.61 0.9203      0.97745
0.62 0.9806      2.89203
0.63 0.9595      1.19122
0.64 0.9621      1.30185
0.65 0.9595      1.41445
