0.40 1.0000     -2.00629
0.41 1.0000     -2.00626
0.42 1.0000     -2.00622
0.43 1.0000     -2.00618
0.44 1.0000     -2.00612
0.45 1.0000     -2.00605
0.46 1.0000     -2.00597
0.47 1.0000     -2.00588
0.48 1.0000     -2.00577
0.49 1.0000     -2.00565
0.50 1.0000     -2.00552
0.51 1.0000     -2.00537
0.52 1.0000     -2.00520
0.53 1.0000     -2.00502
0.54 1.0000     -2.00483
0.55 1.0000     -2.00462
0.56 1.0000     -2.00440
0.57 1.0000     -2.00416
0.58 1.0000     -2.00390
0.59 1.0000     -2.00363
0.60 1.0000     -2.00335
0.61 1.0000     -2.00305
0.62 1.0000     -2.00273
0.63 1.0000     -2.00240
0.64 1.0000     -2.00206
0.65 1.0000     -2.00169
