0.40 0.9985     -0.57153
0.41 0.9983     -0.57140
0.42 0.9971     -0.57122
0.43 0.9914     -0.57083
0.44 0.8148     -0.56765
0.45 0.9833     -0.57251
0.46 0.9959     -0.57191
0.47 0.9978     -0.57169
0.48 0.9982     -0.57155
0.49 0.9980     -0.57142
0.50 0.9969     -0.57125
0.51 0.9921     -0.57094
0.52 0.9208     -0.56936
0.53 0.9669     -0.57284
0.54 0.9940     -0.57199
0.55 0.9971     -0.57173
0.56 0.9979     -0.57159
0.57 0.9978     -0.57146
0.58 0.9970     -0.57131
0.59 0.9939     -0.57108
0.60 0.9718     -0.57038
0.61 0.8445     -0.57448
0.62 0.9884     -0.57219
0.63 0.9957     -0.57183
0.64 0.9973     -0.57165
0.65 0.9976     -0.57152
