0.40 0.9999     -0.51128
0.41 0.9999     -0.51127
0.42 0.9999     -0.51126
0.43 0.9998     -0.51125
0.44 0.9991     -0.51121
0.45 0.8737     -0.51222
0.46 0.9992     -0.51133
0.47 0.9997     -0.51130
0.48 0.9999     -0.51129
0.49 0.9999     -0.51128
0.50 0.9999     -0.51127
0.51 0.9998     -0.51125
0.52 0.9994     -0.51123
0.53 0.9908     -0.51108
0.54 0.9977     -0.51137
0.55 0.9996     -0.51131
0.56 0.9998     -0.51129
0.57 0.9998     -0.51127
0.58 0.9998     -0.51126
0.59 0.9998     -0.51125
0.60 0.9996     -0.51123
0.61 0.9983     -0.51118
0.62 0.9426     -0.51174
0.63 0.9989     -0.51130
0.64 0.9996     -0.51125
0.65 0.9998     -0.51123
