0.40 0.9300     -0.11707
0.41 0.7974     -0.10802
0.42 0.9727     -0.07818
0.43 0.9894     -0.05254
0.44 0.9938     -0.02690
0.45 0.9970     -0.11828
0.46 0.9967     -0.09770
0.47 0.9959      0.05351
0.48 0.9954      0.08172
0.49 0.9941      0.11070
0.50 0.9915      0.14053
0.51 0.9857      0.17133
0.52 0.9697      0.20349
0.53 0.9035      0.23854
0.54 0.9867      0.08251
0.55 0.8979      0.28870
0.56 0.9938      0.13461
0.57 0.9818      0.36153
0.58 0.9882      0.39738
0.59 0.9912      0.43371
0.60 0.9928      0.47063
0.61 0.9935      0.50823
0.62 0.9892      0.30333
0.63 0.9936      0.58554
0.64 0.9931      0.62531
0.65 0.9922      0.66584
