0.40 1.0000     -1.94152
0.41 1.0000     -1.93750
0.42 1.0000     -1.93334
0.43 1.0000     -1.92905
0.44 1.0000     -1.92462
0.45 1.0000     -1.92005
0.46 1.0000     -1.91535
0.47 1.0000     -1.91051
0.48 1.0000     -1.90553
0.49 1.0000     -1.90042
0.50 1.0000     -1.89516
0.51 1.0000     -1.88977
0.52 1.0000     -1.88424
0.53 1.0000     -1.87858
0.54 1.0000     -1.87277
0.55 1.0000     -1.86683
0.56 1.0000     -1.86075
0.57 1.0000     -1.85453
0.58 1.0000     -1.84817
0.59 1.0000     -1.84168
0.60 0.9999     -1.83504
0.61 0.9999     -1.82827
0.62 0.9999     -1.82135
0.63 0.9999     -1.81430
0.64 0.9999     -1.80711
0.65 0.9999     -1.79978
