0.40 0.9993     -2.87474
0.41 0.9993     -2.87474
0.42 0.9993     -2.87474
0.43 0.9993     -2.87474
0.44 0.9993     -2.87474
0.45 0.9993     -2.87474
0.46 0.9993     -2.87474
0.47 0.9993     -2.87474
0.48 0.9993     -2.87474
0.49 0.9993     -2.87474
0.50 0.9993     -2.87474
0.51 0.9993     -2.87474
0.52 0.9993     -2.87474
0.53 0.9993     -2.87474
0.54 0.9993     -2.87474
0.55 0.9993     -2.87474
0.56 0.9993     -2.87474
0.57 0.9993     -2.87474
0.58 0.9993     -2.87474
0.59 0.9993     -2.87474
0.60 0.9993     -2.87474
0.61 0.9993     -2.87474
0.62 0.9993     -2.87474
0.63 0.9993     -2.87474
0.64 0.9993     -2.87474
0.65 0.9993     -2.87474
