0.40 0.9986     -1.23277
0.41 0.9983     -1.18691
0.42 0.9980     -1.13972
0.43 0.9975     -1.09119
0.44 0.9967     -1.04135
0.45 0.9956     -0.99022
0.46 0.9937     -0.93782
0.47 0.9900     -0.88424
0.48 0.9800     -0.82969
0.49 0.9309     -0.77514
0.50 0.6287     -0.70316
0.51 0.9408     -0.65231
0.52 0.8824     -0.59545
0.53 0.5460     -0.53044
0.54 0.5609      1.64627
0.55 0.5156     -0.40539
0.56 0.9225      0.45601
0.57 0.7313     -0.26664
0.58 0.7781     -0.19759
0.59 0.7259     -0.12272
0.60 0.6895     -0.06286
0.61 0.8373      0.02042
0.62 0.9491      1.08288
0.63 0.6986      0.17857
0.64 0.8970      0.24709
0.65 0.8854      0.32044
