0.40 1.0000     -1.90729
0.41 1.0000     -1.90123
0.42 1.0000     -1.89497
0.43 1.0000     -1.88851
0.44 1.0000     -1.88186
0.45 1.0000     -1.87501
0.46 1.0000     -1.86796
0.47 1.0000     -1.86071
0.48 1.0000     -1.85326
0.49 1.0000     -1.84562
0.50 0.9999     -1.83777
0.51 0.9999     -1.82973
0.52 0.9999     -1.82149
0.53 0.9999     -1.81304
0.54 0.9999     -1.80440
0.55 0.9999     -1.79556
0.56 0.9999     -1.78652
0.57 0.9999     -1.77728
0.58 0.9999     -1.76784
0.59 0.9999     -1.75819
0.60 0.9999     -1.74835
0.61 0.9999     -1.73831
0.62 0.9999     -1.72806
0.63 0.9999     -1.71762
0.64 0.9999     -1.70697
0.65 0.9999     -1.69613
