0.40 0.9999     -0.50664
0.41 0.9999     -0.50662
0.42 0.9999     -0.50659
0.43 0.9999     -0.50656
0.44 0.9995     -0.50650
0.45 0.8801     -0.50753
0.46 0.9994     -0.50647
0.47 0.9998     -0.50638
0.48 0.9999     -0.50629
0.49 0.9999     -0.50620
0.50 0.9999     -0.50609
0.51 0.9998     -0.50596
0.52 0.9995     -0.50581
0.53 0.9944     -0.50556
0.54 0.9971     -0.50565
0.55 0.9995     -0.50541
0.56 0.9998     -0.50521
0.57 0.9998     -0.50500
0.58 0.9998     -0.50477
0.59 0.9998     -0.50453
0.60 0.9995     -0.50427
0.61 0.9983     -0.50396
0.62 0.7385     -0.50556
0.63 0.9980     -0.50359
0.64 0.9994     -0.50324
0.65 0.9997     -0.50290
