2.5600E+01 2.340E-03
2.6600E+01 5.015E-03
2.7600E+01 7.915E-03
2.8600E+01 1.112E-02
2.9600E+01 1.388E-02
3.0600E+01 1.751E-02
3.1600E+01 2.016E-02
3.2600E+01 2.297E-02
3.3600E+01 2.547E-02
3.4600E+01 2.746E-02
4.0000E+01 3.673E-02
4.5000E+01 4.199E-02
5.0000E+01 4.350E-02
5.5000E+01 4.447E-02
6.0000E+01 4.534E-02
6.5000E+01 4.274E-02
7.0000E+01 4.082E-02
7.5000E+01 4.100E-02
8.0000E+01 3.808E-02
8.5000E+01 3.750E-02
1.0000E+02 3.250E-02
1.1000E+02 2.920E-02
1.2000E+02 2.709E-02
1.3000E+02 2.418E-02
1.4000E+02 2.289E-02
1.5000E+02 2.051E-02
1.6000E+02 1.906E-02
1.7000E+02 1.804E-02
1.8000E+02 1.669E-02
1.9000E+02 1.522E-02
2.1000E+02 1.325E-02
2.3000E+02 1.210E-02
2.5000E+02 1.020E-02
2.7000E+02 9.496E-03
2.9000E+02 8.619E-03
3.1000E+02 7.729E-03
3.3000E+02 6.945E-03
3.5000E+02 6.310E-03
3.7000E+02 5.797E-03
3.9000E+02 5.376E-03
4.3000E+02 4.682E-03
4.7000E+02 4.069E-03
5.1000E+02 3.533E-03
