2.5600E+01 2.378E-03
2.6600E+01 4.914E-03
2.7600E+01 8.126E-03
2.8600E+01 1.119E-02
2.9600E+01 1.392E-02
3.0600E+01 1.769E-02
3.1600E+01 2.033E-02
3.2600E+01 2.255E-02
3.3600E+01 2.459E-02
3.4600E+01 2.748E-02
4.0000E+01 3.638E-02
4.5000E+01 4.176E-02
5.0000E+01 4.359E-02
5.5000E+01 4.418E-02
6.0000E+01 4.413E-02
6.5000E+01 4.295E-02
7.0000E+01 4.144E-02
7.5000E+01 4.056E-02
8.0000E+01 3.845E-02
8.5000E+01 3.586E-02
1.0000E+02 3.254E-02
1.1000E+02 2.960E-02
1.2000E+02 2.629E-02
1.3000E+02 2.428E-02
1.4000E+02 2.194E-02
1.5000E+02 2.033E-02
1.6000E+02 1.818E-02
1.7000E+02 1.729E-02
1.8000E+02 1.566E-02
1.9000E+02 1.471E-02
2.1000E+02 1.280E-02
2.3000E+02 1.135E-02
2.5000E+02 1.022E-02
2.7000E+02 8.755E-03
2.9000E+02 8.299E-03
3.1000E+02 7.366E-03
3.3000E+02 6.638E-03
3.5000E+02 6.109E-03
3.7000E+02 5.660E-03
3.9000E+02 5.197E-03
4.3000E+02 4.405E-03
4.7000E+02 3.858E-03
5.1000E+02 3.431E-03
