2.5600E+01 2.511E-03
2.6600E+01 5.314E-03
2.7600E+01 8.461E-03
2.8600E+01 1.145E-02
2.9600E+01 1.486E-02
3.0600E+01 1.747E-02
3.1600E+01 2.033E-02
3.2600E+01 2.357E-02
3.3600E+01 2.604E-02
3.4600E+01 2.851E-02
4.0000E+01 3.777E-02
4.5000E+01 4.058E-02
5.0000E+01 4.296E-02
5.5000E+01 4.482E-02
6.0000E+01 4.346E-02
6.5000E+01 4.237E-02
7.0000E+01 4.137E-02
7.5000E+01 4.089E-02
8.0000E+01 3.906E-02
8.5000E+01 3.643E-02
1.0000E+02 3.321E-02
1.1000E+02 2.957E-02
1.2000E+02 2.655E-02
1.3000E+02 2.501E-02
1.4000E+02 2.193E-02
1.5000E+02 2.109E-02
1.6000E+02 1.879E-02
1.7000E+02 1.760E-02
1.8000E+02 1.641E-02
1.9000E+02 1.500E-02
2.1000E+02 1.327E-02
2.3000E+02 1.147E-02
2.5000E+02 1.048E-02
2.7000E+02 9.175E-03
2.9000E+02 8.184E-03
3.1000E+02 7.471E-03
3.3000E+02 6.895E-03
3.5000E+02 6.275E-03
3.7000E+02 5.705E-03
3.9000E+02 5.242E-03
4.3000E+02 4.604E-03
4.7000E+02 3.973E-03
5.1000E+02 3.359E-03
