0.40 1.0000     -1.94379 1s20s   1 
0.41 1.0000     -1.93991 1s20s   1 
0.42 1.0000     -1.93589 1s20s   1 
0.43 1.0000     -1.93174 1s20s   1 
0.44 1.0000     -1.92745 1s20s   1 
0.45 1.0000     -1.92303 1s20s   1 
0.46 1.0000     -1.91848 1s20s   1 
0.47 1.0000     -1.91380 1s20s   1 
0.48 1.0000     -1.90898 1s20s   1 
0.49 1.0000     -1.90403 1s20s   1 
0.50 1.0000     -1.89895 1s20s   1 
0.51 1.0000     -1.89373 1s20s   1 
0.52 1.0000     -1.88838 1s20s   1 
0.53 1.0000     -1.88289 1s20s   1 
0.54 1.0000     -1.87727 1s20s   1 
0.55 1.0000     -1.87152 1s20s   1 
0.56 1.0000     -1.86563 1s20s   1 
0.57 1.0000     -1.85960 1s20s   1 
0.58 1.0000     -1.85344 1s20s   1 
0.59 1.0000     -1.84715 1s20s   1 
0.60 1.0000     -1.84072 1s20s   1 
0.61 1.0000     -1.83415 1s20s   1 
0.62 1.0000     -1.82745 1s20s   1 
0.63 1.0000     -1.82061 1s20s   1 
0.64 1.0000     -1.81364 1s20s   1 
0.65 1.0000     -1.80653 1s20s   1 
