0.40 1.0000     -1.99942 1s12s   0 
0.41 1.0000     -1.99892 1s12s   0 
0.42 1.0000     -1.99839 1s12s   0 
0.43 1.0000     -1.99783 1s12s   0 
0.44 1.0000     -1.99725 1s12s   0 
0.45 1.0000     -1.99663 1s12s   0 
0.46 1.0000     -1.99598 1s12s   0 
0.47 1.0000     -1.99530 1s12s   0 
0.48 1.0000     -1.99459 1s12s   0 
0.49 1.0000     -1.99385 1s12s   0 
0.50 1.0000     -1.99308 1s12s   0 
0.51 1.0000     -1.99227 1s12s   0 
0.52 1.0000     -1.99144 1s12s   0 
0.53 1.0000     -1.99058 1s12s   0 
0.54 1.0000     -1.98969 1s12s   0 
0.55 1.0000     -1.98876 1s12s   0 
0.56 1.0000     -1.98781 1s12s   0 
0.57 1.0000     -1.98683 1s12s   0 
0.58 1.0000     -1.98581 1s12s   0 
0.59 1.0000     -1.98476 1s12s   0 
0.60 1.0000     -1.98368 1s12s   0 
0.61 1.0000     -1.98258 1s12s   0 
0.62 1.0000     -1.98144 1s12s   0 
0.63 1.0000     -1.98026 1s12s   0 
0.64 1.0000     -1.97906 1s12s   0 
0.65 1.0000     -1.97783 1s12s   0 
