0.40 0.9996     -0.46651 2s18s   0 
0.41 0.9997     -0.46396 2s18s   0 
0.42 0.9996     -0.46131 2s18s   0 
0.43 0.9995     -0.45856 2s18s   0 
0.44 0.9988     -0.45569 2s18s   0 
0.45 0.9935     -0.45257 2s19s   0 
0.46 0.7997     -0.43876 2s19s   0 
0.47 0.9955     -0.43259 2s19s   0 
0.48 0.9985     -0.42852 2s19s   0 
0.49 0.9991     -0.42444 2s19s   0 
0.50 0.9993     -0.42026 2s19s   0 
0.51 0.9992     -0.41598 2s19s   0 
0.52 0.9988     -0.41158 2s19s   0 
0.53 0.9977     -0.40701 2s19s   0 
0.54 0.9920     -0.40218 2s20s   0 
0.55 0.7191     -0.39409 2s19s   0 
0.56 0.9572     -0.36843 2s20s   0 
0.57 0.9937     -0.36153 2s20s   0 
0.58 0.9972     -0.35521 2s20s   0 
0.59 0.9981     -0.34886 2s20s   0 
0.60 0.9984     -0.34240 2s20s   0 
0.61 0.9983     -0.33582 2s20s   0 
0.62 0.9977     -0.32908 2s21s   0 
0.63 0.9961     -0.32215 2s20s   0 
0.64 0.9903     -0.31492 2s20s   0 
0.65 0.9381     -0.30660 2s20s   0 
