0.40 1.0000     -0.51196 2s7s   1 
0.41 1.0000     -0.51196 2s7s   1 
0.42 1.0000     -0.51196 2s7s   1 
0.43 1.0000     -0.51196 2s7s   1 
0.44 1.0000     -0.51196 2s7s   1 
0.45 1.0000     -0.51196 2s7s   1 
0.46 0.9995     -0.50897 2s8s   1 
0.47 1.0000     -0.50897 2s8s   1 
0.48 1.0000     -0.50896 2s8s   1 
0.49 1.0000     -0.50896 2s8s   1 
0.50 1.0000     -0.50895 2s8s   1 
0.51 1.0000     -0.50894 2s8s   1 
0.52 1.0000     -0.50893 2s8s   1 
0.53 1.0000     -0.50892 2s8s   1 
0.54 1.0000     -0.50890 2s8s   1 
0.55 1.0000     -0.50602 2s9s   1 
0.56 1.0000     -0.50587 2s9s   1 
0.57 1.0000     -0.50570 2s9s   1 
0.58 1.0000     -0.50552 2s9s   1 
0.59 1.0000     -0.50533 2s9s   1 
0.60 1.0000     -0.50512 2s9s   1 
0.61 1.0000     -0.50491 2s9s   1 
0.62 1.0000     -0.50467 2s9s   1 
0.63 0.9092     -0.50401 1s29s   1 
0.64 1.0000     -0.49855 2s10s   1 
0.65 1.0000     -0.49805 2s10s   1 
