0.40 1.0000     -0.48298 2s16s   1 
0.41 1.0000     -0.48145 2s16s   1 
0.42 1.0000     -0.47986 2s16s   1 
0.43 1.0000     -0.47820 2s16s   1 
0.44 1.0000     -0.47649 2s16s   1 
0.45 1.0000     -0.47471 2s16s   1 
0.46 1.0000     -0.47287 2s16s   1 
0.47 0.9999     -0.46102 2s17s   1 
0.48 1.0000     -0.45855 2s17s   1 
0.49 1.0000     -0.45601 2s17s   1 
0.50 1.0000     -0.45339 2s17s   1 
0.51 1.0000     -0.45069 2s17s   1 
0.52 1.0000     -0.44792 2s17s   1 
0.53 1.0000     -0.44507 2s17s   1 
0.54 1.0000     -0.44215 2s17s   1 
0.55 0.9999     -0.43914 2s17s   1 
0.56 0.9995     -0.41830 2s18s   1 
0.57 1.0000     -0.41440 2s18s   1 
0.58 1.0000     -0.41042 2s18s   1 
0.59 1.0000     -0.40635 2s18s   1 
0.60 1.0000     -0.40218 2s18s   1 
0.61 1.0000     -0.39792 2s18s   1 
0.62 1.0000     -0.39356 2s18s   1 
0.63 1.0000     -0.38911 2s18s   1 
0.64 1.0000     -0.38457 2s18s   1 
0.65 0.9991     -0.37993 2s18s   1 
