0.40 0.9999      0.19201 2s30s   1 
0.41 0.9999      0.23446 2s30s   1 
0.42 0.9998      0.27825 2s30s   1 
0.43 0.9997      0.32338 2s30s   1 
0.44 0.9995      0.36985 2s30s   1 
0.45 0.9987      0.41770 2s30s   1 
0.46 0.9949      0.46703 2s30s   1 
0.47 0.7002      0.52097 2s30s   1 
0.48 0.9910      0.63865 1s32s   1 
0.49 0.9968      0.76776 1s32s   1 
0.50 0.9975      0.90022 1s32s   1 
0.51 0.9972      1.03587 1s32s   1 
0.52 0.9960      1.17465 1s32s   1 
0.53 0.9929      1.31649 1s32s   1 
0.54 0.9830      1.46113 1s32s   1 
0.55 0.9233      1.60731 1s32s   1 
0.56 0.7066      1.73969 2s31s   1 
0.57 0.9604      1.83993 2s31s   1 
0.58 0.9860      1.93682 2s31s   1 
0.59 0.9926      2.03494 2s31s   1 
0.60 0.9953      2.13481 2s31s   1 
0.61 0.9967      2.23654 2s31s   1 
0.62 0.9975      2.34021 2s31s   1 
0.63 0.9980      2.44582 2s31s   1 
0.64 0.9983      2.55340 2s31s   1 
0.65 0.9985      2.66294 2s31s   1 
