0.40 0.9904      6.13704 2s34s   1 
0.41 0.9893      6.55249 2s34s   1 
0.42 0.9881      6.98111 2s34s   1 
0.43 0.9867      7.42289 2s34s   1 
0.44 0.9854      7.87783 2s34s   1 
0.45 0.9839      8.34592 2s34s   1 
0.46 0.9823      8.82717 2s34s   1 
0.47 0.9807      9.32157 2s34s   1 
0.48 0.9790      9.82911 2s34s   1 
0.49 0.9772     10.34981 2s34s   1 
0.50 0.9754     10.88364 2s34s   1 
0.51 0.9734     11.43062 2s34s   1 
0.52 0.9714     11.99073 2s34s   1 
0.53 0.9693     12.56397 2s34s   1 
0.54 0.9672     13.15034 2s34s   1 
0.55 0.9650     13.74984 2s34s   1 
0.56 0.9627     14.36246 2s34s   1 
0.57 0.9604     14.98820 2s34s   1 
0.58 0.9580     15.62706 2s34s   1 
0.59 0.9555     16.27903 2s34s   1 
0.60 0.9530     16.94412 2s34s   1 
0.61 0.9504     17.62231 2s34s   1 
0.62 0.9478     18.31361 2s34s   1 
0.63 0.9451     19.01801 2s34s   1 
0.64 0.9424     19.73551 2s34s   1 
0.65 0.9397     20.46610 2s34s   1 
