0.40 2.5600E+01 3.24621E-04
0.40 2.6600E+01 4.22375E-04
0.40 2.7600E+01 5.50077E-04
0.40 2.8600E+01 7.01531E-04
0.40 2.9600E+01 6.21470E-04
0.40 3.0600E+01 5.48621E-04
0.40 3.1600E+01 7.57173E-04
0.40 3.2600E+01 5.92873E-04
0.40 3.3600E+01 3.19679E-04
0.40 3.4600E+01 6.07419E-04
0.40 4.0000E+01 3.31057E-04
0.40 4.5000E+01 3.53920E-04
0.40 5.0000E+01 3.07760E-04
0.40 5.5000E+01 3.25744E-04
0.40 6.0000E+01 1.16296E-04
0.40 6.5000E+01 1.00176E-04
0.40 7.0000E+01 1.06620E-04
0.40 7.5000E+01 1.09585E-04
0.40 8.0000E+01 1.44996E-04
0.40 8.5000E+01 1.30332E-04
0.40 1.0000E+02 1.81106E-05
0.40 1.1000E+02 5.22205E-05
0.40 1.2000E+02 3.02829E-05
0.40 1.3000E+02 2.02519E-05
0.40 1.4000E+02 1.94249E-05
0.40 1.5000E+02 1.70117E-05
0.40 1.6000E+02 2.85536E-05
0.40 1.7000E+02 1.10677E-05
0.40 1.8000E+02 8.10051E-06
0.40 1.9000E+02 6.64104E-06
0.40 2.1000E+02 5.50596E-06
0.40 2.3000E+02 4.82984E-06
0.40 2.5000E+02 3.69664E-06
0.40 2.7000E+02 2.71652E-06
0.40 2.9000E+02 2.11204E-06
0.40 3.1000E+02 1.51192E-06
0.40 3.3000E+02 1.31811E-06
0.40 3.5000E+02 1.03818E-06
0.40 3.7000E+02 8.75659E-07
0.40 3.9000E+02 7.56802E-07
0.40 4.3000E+02 5.22833E-07
0.40 4.7000E+02 4.30021E-07
0.40 5.1000E+02 2.99848E-07 


0.41 2.5600E+01 4.11512E-04
0.41 2.6600E+01 4.15403E-04
0.41 2.7600E+01 4.60597E-04
0.41 2.8600E+01 6.99341E-04
0.41 2.9600E+01 6.50288E-04
0.41 3.0600E+01 5.56369E-04
0.41 3.1600E+01 5.73118E-04
0.41 3.2600E+01 5.86021E-04
0.41 3.3600E+01 4.01498E-04
0.41 3.4600E+01 4.32190E-04
0.41 4.0000E+01 4.01305E-04
0.41 4.5000E+01 4.14967E-04
0.41 5.0000E+01 2.55223E-04
0.41 5.5000E+01 2.72465E-04
0.41 6.0000E+01 3.09344E-04
0.41 6.5000E+01 9.16840E-05
0.41 7.0000E+01 1.65636E-04
0.41 7.5000E+01 1.84583E-04
0.41 8.0000E+01 1.32469E-04
0.41 8.5000E+01 1.62199E-04
0.41 1.0000E+02 4.09459E-05
