0.40 1.0000     -2.00230 1s11s   0 
0.41 1.0000     -2.00199 1s11s   0 
0.42 1.0000     -2.00166 1s11s   0 
0.43 1.0000     -2.00131 1s11s   0 
0.44 1.0000     -2.00093 1s11s   0 
0.45 1.0000     -2.00053 1s11s   0 
0.46 1.0000     -2.00011 1s11s   0 
0.47 1.0000     -1.99966 1s11s   0 
0.48 1.0000     -1.99918 1s11s   0 
0.49 1.0000     -1.99868 1s11s   0 
0.50 1.0000     -1.99816 1s11s   0 
0.51 1.0000     -1.99761 1s11s   0 
0.52 1.0000     -1.99704 1s11s   0 
0.53 1.0000     -1.99645 1s11s   0 
0.54 1.0000     -1.99583 1s11s   0 
0.55 1.0000     -1.99518 1s11s   0 
0.56 1.0000     -1.99451 1s11s   0 
0.57 1.0000     -1.99382 1s11s   0 
0.58 1.0000     -1.99310 1s11s   0 
0.59 1.0000     -1.99235 1s11s   0 
0.60 1.0000     -1.99158 1s11s   0 
0.61 1.0000     -1.99079 1s11s   0 
0.62 1.0000     -1.98997 1s11s   0 
0.63 1.0000     -1.98913 1s11s   0 
0.64 1.0000     -1.98826 1s11s   0 
0.65 1.0000     -1.98737 1s11s   0 
