0.40 2.5600E+01   NaN
0.40 2.6600E+01 2.67823E-05
0.40 2.7600E+01 6.17064E-05
0.40 2.8600E+01 1.95086E-04
0.40 2.9600E+01 5.71169E-04
0.40 3.0600E+01 9.14182E-04
0.40 3.1600E+01 6.53713E-04
0.40 3.2600E+01 5.82216E-04
0.40 3.3600E+01 4.13212E-04
0.40 3.4600E+01 5.67294E-04
0.40 4.0000E+01 6.99146E-04
0.40 4.5000E+01 9.51483E-04
0.40 5.0000E+01 9.53001E-04
0.40 5.5000E+01 7.51066E-04
0.40 6.0000E+01 7.35869E-04
0.40 6.5000E+01 8.02396E-04
0.40 7.0000E+01 4.74640E-04
0.40 7.5000E+01 6.16563E-04
0.40 8.0000E+01 6.21193E-04
0.40 8.5000E+01 4.95390E-04
0.40 1.0000E+02 4.82428E-04
0.40 1.1000E+02 3.14450E-04
0.40 1.2000E+02 3.32044E-04
0.40 1.3000E+02 3.41467E-04
0.40 1.4000E+02 2.86391E-04
0.40 1.5000E+02 2.49723E-04
0.40 1.6000E+02 2.36225E-04
0.40 1.7000E+02 2.07491E-04
0.40 1.8000E+02 1.93162E-04
0.40 1.9000E+02 1.86231E-04
0.40 2.1000E+02 1.68284E-04
0.40 2.3000E+02 1.30184E-04
0.40 2.5000E+02 1.13813E-04
0.40 2.7000E+02 1.02225E-04
0.40 2.9000E+02 9.10925E-05
0.40 3.1000E+02 8.25054E-05
0.40 3.3000E+02 7.43473E-05
0.40 3.5000E+02 6.77223E-05
0.40 3.7000E+02 6.15531E-05
0.40 3.9000E+02 5.64686E-05
0.40 4.3000E+02 4.77162E-05
0.40 4.7000E+02 4.04141E-05
0.40 5.1000E+02 3.51458E-05 


0.41 2.5600E+01   NaN
0.41 2.6600E+01 2.75621E-05
0.41 2.7600E+01 8.31828E-05
0.41 2.8600E+01 1.82413E-04
0.41 2.9600E+01 4.29694E-04
0.41 3.0600E+01 7.07940E-04
0.41 3.1600E+01 8.74105E-04
0.41 3.2600E+01 8.36107E-04
0.41 3.3600E+01 7.85826E-04
0.41 3.4600E+01 4.72608E-04
0.41 4.0000E+01 8.90260E-04
0.41 4.5000E+01 1.15269E-03
0.41 5.0000E+01 9.36115E-04
0.41 5.5000E+01 7.92134E-04
0.41 6.0000E+01 6.40547E-04
0.41 6.5000E+01 7.03110E-04
0.41 7.0000E+01 6.73059E-04
0.41 7.5000E+01 5.84807E-04
0.41 8.0000E+01 6.72482E-04
0.41 8.5000E+01 5.86286E-04
0.41 1.0000E+02 4.43107E-04
0.41 1.1000E+02 4.31934E-04
0.41 1.2000E+02 3.65047E-04
0.41 1.3000E+02 3.16737E-04
0.41 1.4000E+02 2.95180E-04
0.41 1.5000E+02 2.73222E-04
0.41 1.6000E+02 2.47417E-04
0.41 1.7000E+02 2.26488E-04
0.41 1.8000E+02 2.02746E-04
0.41 1.9000E+02 1.97129E-04
0.41 2.1000E+02 1.73588E-04
0.41 2.3000E+02 1.34937E-04
0.41 2.5000E+02 1.15158E-04
0.41 2.7000E+02 1.08250E-04
0.41 2.9000E+02 9.65368E-05
0.41 3.1000E+02 8.69425E-05
0.41 3.3000E+02 7.81754E-05
0.41 3.5000E+02 7.13728E-05
0.41 3.7000E+02 6.49644E-05
0.41 3.9000E+02 5.95427E-05
0.41 4.3000E+02 5.02983E-05
0.41 4.7000E+02 4.30541E-05
0.41 5.1000E+02 3.72063E-05 


0.42 2.5600E+01   NaN
0.42 2.6600E+01 7.68461E-07
0.42 2.7600E+01 2.25433E-05
0.42 2.8600E+01 1.05470E-04
0.42 2.9600E+01 4.25722E-04
0.42 3.0600E+01 7.67284E-04
0.42 3.1600E+01 1.01237E-03
0.42 3.2600E+01 8.37970E-04
0.42 3.3600E+01 7.01945E-04
0.42 3.4600E+01 7.03577E-04
0.42 4.0000E+01 1.27349E-03
0.42 4.5000E+01 1.19425E-03
0.42 5.0000E+01 9.48847E-04
0.42 5.5000E+01 6.88614E-04
0.42 6.0000E+01 9.97926E-04
0.42 6.5000E+01 7.13412E-04
0.42 7.0000E+01 6.55162E-04
0.42 7.5000E+01 6.92313E-04
0.42 8.0000E+01 5.74834E-04
0.42 8.5000E+01 6.14087E-04
0.42 1.0000E+02 4.57057E-04
0.42 1.1000E+02 5.06597E-04
0.42 1.2000E+02 3.46821E-04
0.42 1.3000E+02 3.38661E-04
0.42 1.4000E+02 3.10091E-04
0.42 1.5000E+02 2.86199E-04
0.42 1.6000E+02 2.63103E-04
0.42 1.7000E+02 2.36999E-04
0.42 1.8000E+02 2.15038E-04
0.42 1.9000E+02 1.96241E-04
0.42 2.1000E+02 1.75686E-04
0.42 2.3000E+02 1.57072E-04
0.42 2.5000E+02 1.23508E-04
0.42 2.7000E+02 1.12027E-04
0.42 2.9000E+02 1.00361E-04
0.42 3.1000E+02 9.08396E-05
0.42 3.3000E+02 8.22882E-05
0.42 3.5000E+02 7.48917E-05
0.42 3.7000E+02 6.82942E-05
0.42 3.9000E+02 6.25440E-05
0.42 4.3000E+02 5.29886E-05
0.42 4.7000E+02 4.54291E-05
0.42 5.1000E+02 3.92100E-05 


0.43 2.5600E+01   NaN
0.43 2.6600E+01 3.91913E-06
0.43 2.7600E+01 1.55882E-05
0.43 2.8600E+01 8.22631E-05
0.43 2.9600E+01 2.79380E-04
0.43 3.0600E+01 6.50994E-04
0.43 3.1600E+01 1.01091E-03
0.43 3.2600E+01 1.10673E-03
0.43 3.3600E+01 9.17273E-04
0.43 3.4600E+01 8.11314E-04
0.43 4.0000E+01 8.44075E-04
0.43 4.5000E+01 8.60868E-04
0.43 5.0000E+01 1.04266E-03
0.43 5.5000E+01 1.03812E-03
0.43 6.0000E+01 9.24481E-04
0.43 6.5000E+01 8.78228E-04
0.43 7.0000E+01 6.78883E-04
0.43 7.5000E+01 6.93136E-04
0.43 8.0000E+01 5.39123E-04
0.43 8.5000E+01 6.43596E-04
0.43 1.0000E+02 4.76245E-04
0.43 1.1000E+02 4.53729E-04
0.43 1.2000E+02 4.28315E-04
0.43 1.3000E+02 3.27550E-04
0.43 1.4000E+02 3.21441E-04
0.43 1.5000E+02 3.01189E-04
0.43 1.6000E+02 2.76657E-04
0.43 1.7000E+02 2.52123E-04
0.43 1.8000E+02 2.28170E-04
0.43 1.9000E+02 2.09083E-04
0.43 2.1000E+02 1.78770E-04
0.43 2.3000E+02 1.62894E-04
0.43 2.5000E+02 1.45281E-04
0.43 2.7000E+02 1.17228E-04
0.43 2.9000E+02 1.04732E-04
0.43 3.1000E+02 9.48649E-05
0.43 3.3000E+02 8.58645E-05
0.43 3.5000E+02 7.83874E-05
0.43 3.7000E+02 7.16021E-05
0.43 3.9000E+02 6.56581E-05
0.43 4.3000E+02 5.62137E-05
0.43 4.7000E+02 4.77818E-05
0.43 5.1000E+02 4.10771E-05 


0.44 2.5600E+01   NaN
0.44 2.6600E+01 2.86528E-06
0.44 2.7600E+01 5.26002E-06
0.44 2.8600E+01 8.49084E-05
0.44 2.9600E+01 2.51620E-04
0.44 3.0600E+01 5.33511E-04
0.44 3.1600E+01 6.59887E-04
0.44 3.2600E+01 9.90010E-04
0.44 3.3600E+01 8.10475E-04
0.44 3.4600E+01 6.66127E-04
0.44 4.0000E+01 1.16783E-03
0.44 4.5000E+01 1.03406E-03
0.44 5.0000E+01 1.20109E-03
0.44 5.5000E+01 8.16072E-04
0.44 6.0000E+01 7.01835E-04
0.44 6.5000E+01 9.51595E-04
0.44 7.0000E+01 7.28357E-04
0.44 7.5000E+01 7.48663E-04
0.44 8.0000E+01 5.97746E-04
0.44 8.5000E+01 5.92971E-04
0.44 1.0000E+02 5.41125E-04
0.44 1.1000E+02 4.54598E-04
0.44 1.2000E+02 4.52591E-04
0.44 1.3000E+02 3.71501E-04
0.44 1.4000E+02 3.24142E-04
0.44 1.5000E+02 3.08248E-04
0.44 1.6000E+02 2.88527E-04
0.44 1.7000E+02 2.64977E-04
0.44 1.8000E+02 2.42679E-04
0.44 1.9000E+02 2.21834E-04
0.44 2.1000E+02 1.85832E-04
0.44 2.3000E+02 1.70200E-04
0.44 2.5000E+02 1.53155E-04
0.44 2.7000E+02 1.20745E-04
0.44 2.9000E+02 1.09228E-04
0.44 3.1000E+02 9.89045E-05
0.44 3.3000E+02 8.98652E-05
0.44 3.5000E+02 8.19545E-05
0.44 3.7000E+02 7.48456E-05
0.44 3.9000E+02 6.86433E-05
0.44 4.3000E+02 5.84036E-05
0.44 4.7000E+02 5.02105E-05
0.44 5.1000E+02 4.36220E-05 


0.45 2.5600E+01   NaN
0.45 2.6600E+01 7.24092E-06
0.45 2.7600E+01 1.62678E-05
0.45 2.8600E+01 5.33167E-05
0.45 2.9600E+01 1.79062E-04
0.45 3.0600E+01 4.39873E-04
0.45 3.1600E+01 7.96140E-04
0.45 3.2600E+01 1.14659E-03
0.45 3.3600E+01 1.18327E-03
0.45 3.4600E+01 1.12730E-03
0.45 4.0000E+01 1.22095E-03
0.45 4.5000E+01 8.76646E-04
0.45 5.0000E+01 1.13778E-03
0.45 5.5000E+01 7.87145E-04
0.45 6.0000E+01 9.08420E-04
0.45 6.5000E+01 1.00705E-03
0.45 7.0000E+01 8.46972E-04
0.45 7.5000E+01 7.09075E-04
0.45 8.0000E+01 8.08868E-04
0.45 8.5000E+01 6.57337E-04
0.45 1.0000E+02 5.86470E-04
0.45 1.1000E+02 4.81444E-04
0.45 1.2000E+02 4.48398E-04
0.45 1.3000E+02 4.05090E-04
0.45 1.4000E+02 3.16668E-04
0.45 1.5000E+02 3.14723E-04
0.45 1.6000E+02 2.96372E-04
0.45 1.7000E+02 2.77981E-04
0.45 1.8000E+02 2.55279E-04
0.45 1.9000E+02 2.34316E-04
