0.40 1.0000     -1.90729 1s22s   0 
0.41 1.0000     -1.90123 1s22s   0 
0.42 1.0000     -1.89497 1s22s   0 
0.43 1.0000     -1.88851 1s22s   0 
0.44 1.0000     -1.88186 1s22s   0 
0.45 1.0000     -1.87501 1s22s   0 
0.46 1.0000     -1.86796 1s22s   0 
0.47 1.0000     -1.86071 1s22s   0 
0.48 1.0000     -1.85326 1s22s   0 
0.49 1.0000     -1.84562 1s22s   0 
0.50 0.9999     -1.83777 1s22s   0 
0.51 0.9999     -1.82973 1s22s   0 
0.52 0.9999     -1.82149 1s22s   0 
0.53 0.9999     -1.81304 1s22s   0 
0.54 0.9999     -1.80440 1s22s   0 
0.55 0.9999     -1.79556 1s22s   0 
0.56 0.9999     -1.78652 1s22s   0 
0.57 0.9999     -1.77728 1s22s   0 
0.58 0.9999     -1.76784 1s22s   0 
0.59 0.9999     -1.75819 1s22s   0 
0.60 0.9999     -1.74835 1s22s   0 
0.61 0.9999     -1.73831 1s22s   0 
0.62 0.9999     -1.72806 1s22s   0 
0.63 0.9999     -1.71762 1s22s   0 
0.64 0.9999     -1.70697 1s22s   0 
0.65 0.9999     -1.69613 1s22s   0 
