0.40 1.0000     -0.50067 2s12s   1 
0.41 1.0000     -0.50025 2s12s   1 
0.42 1.0000     -0.49980 2s12s   1 
0.43 1.0000     -0.49933 2s12s   1 
0.44 1.0000     -0.49883 2s12s   1 
0.45 1.0000     -0.49830 2s12s   1 
0.46 0.9995     -0.49774 2s12s   1 
0.47 1.0000     -0.49226 2s13s   1 
0.48 1.0000     -0.49138 2s13s   1 
0.49 1.0000     -0.49048 2s13s   1 
0.50 1.0000     -0.48954 2s13s   1 
0.51 1.0000     -0.48856 2s13s   1 
0.52 1.0000     -0.48755 2s13s   1 
0.53 1.0000     -0.48650 2s13s   1 
0.54 1.0000     -0.48542 2s13s   1 
0.55 0.9995     -0.47573 2s14s   1 
0.56 1.0000     -0.47420 2s14s   1 
0.57 1.0000     -0.47264 2s14s   1 
0.58 1.0000     -0.47103 2s14s   1 
0.59 1.0000     -0.46938 2s14s   1 
0.60 1.0000     -0.46768 2s14s   1 
0.61 1.0000     -0.46594 2s14s   1 
0.62 1.0000     -0.46415 2s14s   1 
0.63 1.0000     -0.46233 2s14s   1 
0.64 0.9931     -0.44973 1s29s   1 
0.65 1.0000     -0.44357 2s15s   1 
